n,partie_imaginaire,T_MAX,version,methode_affinage,pas_balayage,calcule_le
53,150.05352042078488,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
54,150.92525761224147,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
55,153.0246938111989,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
56,156.11290929423788,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
57,157.59759181759406,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
58,158.8499881714205,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
59,161.18896413759603,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
60,163.030709687182,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
61,165.5370691879004,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
62,167.1844399781745,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
63,169.09451541556882,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
64,169.9119764794117,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
65,173.41153651959155,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
66,174.75419152336573,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
67,176.44143429771043,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
68,178.37740777609997,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
69,179.916484020257,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
70,182.20707848436646,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
71,184.8744678483875,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
72,185.59878367770747,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
73,187.22892258350186,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
74,189.41615865601693,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
75,192.0266563607138,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
76,193.0797266038457,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
77,195.26539667952923,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
78,196.87648184095832,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
79,198.01530967625192,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
80,201.2647519437038,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
81,202.49359451414054,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
82,204.18967180310455,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
83,205.3946972021633,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
84,207.90625888780622,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
85,209.57650971685626,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
86,211.6908625953653,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
87,213.34791935971268,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
88,214.54704478349143,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
89,216.1695385082637,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
90,219.0675963490214,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
91,220.714918839314,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
92,221.43070555469333,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
93,224.00700025460432,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
94,224.9833246695823,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
95,227.4214442796793,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
96,229.33741330552536,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
97,231.25018870049917,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
98,231.98723525318024,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
99,233.6934041789083,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
100,236.5242296658162,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
101,237.7698204809252,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
102,239.55547757332764,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
103,241.04915779621658,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
104,242.8232719342226,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
105,244.07089849707816,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
106,247.1369900748975,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
107,248.10199006014847,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
108,249.5736896447072,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
109,251.014947795016,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
110,253.06998674799948,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
111,255.30625645491403,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
112,256.38071369443446,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
113,258.6104394915314,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
114,259.874406989678,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
115,260.8050845045969,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
116,263.57389390487015,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
117,265.55785183887633,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
118,266.6149737815011,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
119,267.92191508282406,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
120,269.9704490239976,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
121,271.494055641645,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
122,273.4596091884033,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
123,275.58749264934386,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
124,276.4520495031329,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
125,278.25074352984194,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
126,279.22925092774517,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
127,282.4651147650521,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
128,283.2111857332339,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
129,284.83596398090475,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
130,286.6674453630029,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
131,287.9119205014222,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
132,289.5798549292188,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
133,291.8462913290674,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
134,293.5584341393563,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
135,294.9653696192655,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
136,295.57325487895827,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
137,297.97927706194344,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
138,299.8403260537213,300.0,v4,illinois_mpfr_C_hybride,0.05,20260527_230906
