n,partie_imaginaire,T_MAX,methode,step_adaptatif,n_workers,turing_complet,calcule_le
2973,3506.860778987003,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
2974,3507.5452737973324,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
2975,3508.772500866958,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
2976,3509.6364080382723,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
2977,3510.845083644571,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
2978,3511.7310911128266,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
2979,3512.4735868428934,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
2980,3513.877573873797,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
2981,3514.3667522439405,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
2982,3515.4168088496413,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
2983,3515.901814498895,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
2984,3518.026445239399,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
2985,3518.868409208556,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
2986,3519.87018674023,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
2987,3520.491665965546,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
2988,3521.3650409026827,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
2989,3522.3822128938414,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
2990,3523.6358357235085,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
2991,3524.215220737581,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
2992,3525.3865666370366,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
2993,3526.670256711327,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
2994,3527.6152070509993,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
2995,3528.351824582807,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
2996,3529.9557443459507,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
2997,3530.835046797712,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
2998,3531.2010239635265,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
2999,3532.038508847499,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3000,3533.3282433958198,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3001,3534.06258828017,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3002,3535.772576943417,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3003,3536.6332507055054,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3004,3537.708013056178,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3005,3538.500568907353,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3006,3539.0899365265977,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3007,3540.4567588071545,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3008,3541.35752237519,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3009,3542.340883917587,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3010,3543.3223065353363,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3011,3543.8167962869084,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3012,3545.6992121713156,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3013,3546.8641345952606,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3014,3547.314781396486,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3015,3548.3512529635777,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3016,3549.4583567763575,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3017,3550.0650592255197,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3018,3550.853298372029,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3019,3552.080209750381,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3020,3553.840680597021,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3021,3554.165034789487,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3022,3555.5341450718975,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3023,3556.065234535612,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3024,3557.4271023529204,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3025,3558.349345038406,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3026,3559.265664699892,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3027,3560.019248823558,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3028,3560.776183334352,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3029,3562.1624350828283,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3030,3563.2151214856763,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3031,3564.7607707140073,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3032,3565.396422887,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3033,3566.2849107762636,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3034,3566.916683895458,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3035,3567.7332517490695,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3036,3569.3431320864324,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3037,3570.0086713649503,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3038,3570.822916554615,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3039,3572.5139656279416,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3040,3573.0798043015297,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3041,3574.100016308943,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3042,3575.4931557474533,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3043,3575.9553796437945,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3044,3577.205283985632,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3045,3577.981184110552,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3046,3578.4103826189294,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3047,3579.7501026145974,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3048,3581.5853382417995,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3049,3582.3949166198295,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3050,3582.9230421855077,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3051,3583.945574774916,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3052,3585.206278712881,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3053,3585.6844486615687,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3054,3586.840745006096,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3055,3587.968813667965,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3056,3588.859444520462,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3057,3589.7450065450457,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3058,3590.983471293057,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3059,3592.4058890800097,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3060,3593.028558839786,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3061,3594.227274785491,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3062,3594.4692726981048,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3063,3595.779063753883,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3064,3596.4217725400654,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3065,3597.802641294575,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3066,3598.9485602061936,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3067,3600.1663237967823,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3068,3601.104013685447,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3069,3601.7912827519617,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3070,3602.4188942626884,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3071,3604.248053633486,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3072,3604.7549840178135,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3073,3605.4944749717947,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3074,3606.3593176241,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3075,3607.5748096453744,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3076,3609.2833330342733,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3077,3609.7002661689176,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3078,3611.101631551565,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3079,3611.9109946767567,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3080,3612.3241926873397,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3081,3613.5490212410405,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3082,3614.3278146421862,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3083,3615.6062681246335,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3084,3616.8406891335044,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3085,3617.802842397041,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3086,3618.45255851597,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3087,3619.8857235070113,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3088,3620.7055704498775,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3089,3621.886132366144,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3090,3622.1792745022176,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3091,3623.5584684730397,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3092,3624.437503556841,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3093,3624.881726597742,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3094,3627.06031551912,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3095,3627.9491147907356,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3096,3628.610375056136,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3097,3629.407217611507,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3098,3630.36342504544,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3099,3631.308684288782,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3100,3632.478178336014,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3101,3633.440157775449,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3102,3634.056193093005,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3103,3635.6736334279485,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3104,3636.439638356896,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3105,3637.540657717949,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3106,3638.5537076794303,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3107,3639.6798065177672,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3108,3640.36297649427,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3109,3641.010538146349,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3110,3641.7071232411745,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3111,3643.479573648181,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3112,3644.403358341323,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3113,3645.6321166435064,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3114,3646.4508943698315,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3115,3647.2842616804037,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3116,3648.158454685519,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3117,3649.1661641315277,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3118,3650.3020435711596,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3119,3651.2531061634168,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3120,3651.783523374766,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3121,3653.0883261963895,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3122,3654.2114375027045,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3123,3655.9057264414632,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3124,3656.33452976624,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3125,3656.892829633306,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3126,3658.129372193821,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3127,3658.9216895510144,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3128,3659.907500747567,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3129,3660.735665814957,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3130,3662.36894929741,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3131,3663.448288854977,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3132,3664.0020071045915,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3133,3664.8781377294717,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3134,3666.237025972966,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3135,3667.3073392330343,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3136,3667.7356389455226,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3137,3669.0301911574415,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3138,3669.423746308954,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3139,3670.7319972691776,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3140,3672.349351294877,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3141,3673.1591761441186,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3142,3674.087608956144,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3143,3675.262610129656,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3144,3675.66248424563,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3145,3676.3689381372537,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3146,3677.893295662795,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3147,3678.8477830569645,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3148,3679.818311649508,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3149,3680.583983908415,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3150,3682.4187314356673,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3151,3682.571730549068,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3152,3683.9710242035103,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3153,3684.859893088268,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3154,3685.9744421424275,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3155,3686.271337180935,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3156,3687.5384137597657,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3157,3688.177027971996,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3158,3690.18425811103,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3159,3691.039162252975,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3160,3691.756939721431,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3161,3692.6476539273463,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3162,3693.3709847350387,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3163,3694.7911267178947,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3164,3695.6727901331806,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3165,3696.121982633589,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3166,3697.585963644992,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3167,3698.547362766514,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3168,3699.43029263065,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3169,3700.8383167596303,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3170,3702.0507569879146,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3171,3702.4601559332127,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3172,3703.3474760756035,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3173,3704.2098943829997,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3174,3705.1292281879023,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3175,3706.294721355963,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3176,3707.5790553614393,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3177,3708.658452868782,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3178,3709.582271723353,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3179,3710.3714917767734,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3180,3711.4048181764165,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3181,3712.170139466613,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3182,3713.583581050869,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3183,3714.424676839816,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3184,3714.739333589797,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3185,3715.8464590349486,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3186,3717.751095917051,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3187,3718.4983554744867,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3188,3719.483495399308,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3189,3720.182048932696,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3190,3721.2960400003385,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3191,3722.058836768196,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3192,3722.6273205525385,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3193,3724.388127501142,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3194,3724.8823199903013,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3195,3726.5177182649195,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3196,3727.105295973328,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3197,3727.9384659555403,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3198,3729.47279170195,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3199,3730.1873206763544,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3200,3731.0751592483725,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3201,3731.652937302643,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3202,3732.847475613412,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3203,3733.6716968071255,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3204,3735.0076446370126,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3205,3736.462855616984,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3206,3737.4267027849505,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3207,3737.847779331929,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3208,3738.588055467694,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3209,3739.8316906601303,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3210,3740.875153687164,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3211,3741.92507934868,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3212,3742.4850135468455,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3213,3743.8596162116296,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3214,3744.8466719650537,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3215,3746.1359725128027,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3216,3746.840953103114,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3217,3747.9971270445785,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3218,3748.752860722957,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3219,3749.6727079110183,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3220,3750.3031584312052,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3221,3751.164644510358,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3222,3753.1864491298916,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3223,3753.9469890663863,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3224,3754.507321882975,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3225,3755.9228188424127,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3226,3756.524972712017,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3227,3757.48143984981,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3228,3758.69642629633,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3229,3759.359216675578,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3230,3760.5827291326164,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3231,3761.085334951763,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3232,3762.4750790963394,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3233,3763.9998426976776,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3234,3764.6442801699854,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3235,3765.746026064096,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3236,3766.4559675318205,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3237,3766.8724214842778,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3238,3768.3386401559546,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3239,3769.2933943130065,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3240,3770.1054978991015,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3241,3771.7289927617203,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3242,3772.51233121744,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3243,3773.4673277409884,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3244,3773.941580304985,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3245,3775.7527118401154,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3246,3776.2588073422444,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3247,3777.1432443336557,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3248,3777.833370602116,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3249,3778.8393737852584,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3250,3780.2264864506456,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3251,3781.668646123164,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3252,3782.3905756618515,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3253,3783.1266494637202,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3254,3784.2655503452297,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3255,3784.8651050998246,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3256,3785.791018600926,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3257,3786.9356979060594,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3258,3788.263664870252,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3259,3788.8000503319395,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3260,3790.0417766725736,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3261,3791.0209144046885,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3262,3792.5602476715885,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3263,3792.87247950194,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3264,3793.7909902764854,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3265,3795.0216534164583,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3266,3795.8085881478737,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3267,3796.139177933295,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3268,3797.854055842944,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3269,3799.298497077312,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3270,3800.1324264034065,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
3271,3800.87763557888,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
