n,partie_imaginaire,T_MAX,methode,step_adaptatif,n_workers,turing_complet,calcule_le
26,92.49189927055849,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
27,94.65134404051992,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
28,95.87063422824517,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
29,98.83119421819374,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
30,101.3178510057314,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
31,103.72553804047834,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
32,105.44662305232609,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
33,107.16861118427636,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
34,111.02953554316967,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
35,111.87465917699257,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
36,114.32022091545271,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
37,116.22668032085755,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
38,118.79078286597621,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
39,121.37012500242068,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
40,122.94682929355258,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
41,124.25681855434576,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
42,127.5166838795965,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
43,129.57870419995606,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
44,131.08768853093264,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
45,133.49773720299757,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
46,134.75650975337388,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
47,138.11604205453344,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
48,139.7362089521214,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
49,141.12370740402113,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
50,143.11184580762063,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
51,146.0009824867655,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
52,147.42276534255961,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
53,150.05352042078533,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
54,150.92525761224147,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
55,153.0246938111989,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
56,156.11290929423797,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
57,157.59759181759406,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
58,158.84998817142042,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
59,161.18896413759603,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
60,163.030709687182,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
61,165.5370691879004,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
62,167.1844399781745,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
63,169.0945154155689,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
64,169.9119764794117,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
65,173.41153651959172,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
66,174.75419152336573,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
67,176.44143429771043,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
68,178.37740777609997,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
69,179.916484020257,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
70,182.20707848436646,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
71,184.87446784838752,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
72,185.59878367770747,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
73,187.2289225835018,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
74,189.41615865601693,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
75,192.02665636071401,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
76,193.0797266038457,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
77,195.26539667952923,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
78,196.8764818409583,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
79,198.01530967625186,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
80,201.2647519437039,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
81,202.49359451414054,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
82,204.18967180310457,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
83,205.39469720216326,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
84,207.9062588878062,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
85,209.57650971685626,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
86,211.69086259536533,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
87,213.34791935971268,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
88,214.5470447834914,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
89,216.16953850826366,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
90,219.06759634902144,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
91,220.7149188393144,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
92,221.43070555469333,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
93,224.00700025460443,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
94,224.98332466958198,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
95,227.42144427967926,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
96,229.33741330552533,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
97,231.25018870049917,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
98,231.98723525318024,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
99,233.69340417890828,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
100,236.52422966581625,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
101,237.7698204809252,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
102,239.55547757332764,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
103,241.04915779621658,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
104,242.82327193422262,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
105,244.07089849707802,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
106,247.13699007489774,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
107,248.10199006014844,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
108,249.5736896447072,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
109,251.01494779501598,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
110,253.06998674799948,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
111,255.30625645491412,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
112,256.38071369443446,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
113,258.61043949153145,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
114,259.874406989678,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
115,260.8050845045969,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
116,263.57389390487015,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
117,265.55785183887633,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
118,266.6149737815011,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
119,267.92191508282406,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
120,269.9704490239976,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
121,271.494055641645,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
122,273.4596091884033,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
123,275.58749264934386,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
124,276.45204950313286,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
125,278.25074352984194,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
126,279.2292509277452,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
127,282.4651147650521,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
128,283.2111857332338,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
129,284.83596398090475,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
130,286.6674453630029,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
131,287.91192050142223,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
132,289.5798549292188,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
133,291.8462913290674,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
134,293.5584341393563,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
135,294.965369619266,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
136,295.5732548789583,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
137,297.97927706194344,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
138,299.8403260537213,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
139,301.64932546219427,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
140,302.69674958960695,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
141,304.8643713408574,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
142,305.7289126020366,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
143,307.2194961281701,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
144,310.1094631467019,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
145,311.16514153035604,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
146,312.42780118060085,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
147,313.9852857311589,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
148,315.47561608947575,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
149,317.7348059423702,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
150,318.8531042563166,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
151,321.1601343091136,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
152,322.14455867248296,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
153,323.4669695575121,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
154,324.8628660517395,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
155,327.44390126190547,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
156,329.0330716804811,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
157,329.9532397282338,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
158,331.4744675826634,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
159,333.64537852486984,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
160,334.21135483324434,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
161,336.84185042839067,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
162,338.3399928508066,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
163,339.85821672536355,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
164,341.04226111104657,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
165,342.0548775103634,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
166,344.6617029402523,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
167,346.3478705660101,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
168,347.2726775844204,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
169,349.3162608706961,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
170,350.4084193491921,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
171,351.87864902535927,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
172,353.4889004887188,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
173,356.017574977265,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
174,357.15130225203967,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
175,357.9526851016323,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
176,359.74375495311443,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
177,361.28936169580464,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
178,363.33133057897385,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
179,364.736024114089,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
180,366.2127102883313,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
181,367.9935754817404,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
182,368.96843809573437,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
183,370.050919212106,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
184,373.061928372113,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
185,373.8648739109085,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
186,375.82591276673935,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
187,376.3240922306681,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
188,378.4366802499655,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
189,379.8729753465323,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
190,381.4844686171865,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
191,383.44352944953647,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
192,384.9561168148637,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
193,385.86130084597426,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
194,387.22289022238795,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
195,388.84612835423223,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
196,391.45608356363806,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
197,392.24508333951906,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
198,393.4277438444339,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
199,395.5828700109938,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
200,396.38185422259204,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
201,397.9187362096142,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
202,399.9851198761949,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
203,401.8392286005332,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
204,402.86191776388614,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
205,404.236441800208,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
206,405.13438745990993,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
207,407.5814603868962,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
208,408.94724550235117,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
209,410.51386919336665,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
210,411.9722678042788,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
211,413.26273607018504,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
212,415.01880975515525,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
213,415.4552149962946,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
214,418.3877057895349,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
215,419.86136481815237,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
216,420.6438276250416,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
217,422.0767100588268,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
218,423.7165796274818,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
219,425.06988249446135,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
220,427.2088250840746,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
221,428.12791407661655,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
222,430.3287454309386,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
223,431.30130693070356,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
224,432.1386417345886,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
225,433.88921848092724,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
226,436.16100643264696,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
227,437.5816981676686,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
228,438.6217386562722,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
229,439.91844221437066,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
230,441.68319920118904,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
231,442.90454630260945,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
232,444.31933627755916,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
233,446.8606226964296,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
234,447.44170419449284,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
235,449.14854568502335,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
236,450.12694578031346,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
237,451.4033084453888,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
238,453.9867378066779,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
239,454.9746837686168,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
240,456.32842668924604,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
241,457.903893064103,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
242,459.513415281106,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
243,460.08794442217584,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
244,462.06536727488253,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
245,464.05728691054827,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
246,465.6715392113711,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
247,466.5702869308262,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
248,467.4390462102616,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
249,469.53600455911203,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
250,470.77365547810166,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
251,472.7991746619088,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
252,473.8352323451397,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
253,475.6003393693758,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
254,476.76901523748455,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
255,478.07526376667096,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
256,478.94218153463487,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
257,481.8303393762866,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
258,482.8347827909824,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
259,483.8514272124825,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
260,485.53914812935597,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
261,486.528718261651,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
262,488.38056709001745,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
263,489.6617615779561,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
264,491.398821593663,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
265,493.3144415817853,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
266,493.9579978053695,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
267,495.3588288221313,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
268,496.42969621575907,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
269,498.5807824296865,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
270,500.30908494169057,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
271,501.60444696514566,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
272,502.27627032711797,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
273,504.49977331342774,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
274,505.41523174224443,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
275,506.46415270952355,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
276,508.8007003364678,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
277,510.26422794367284,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
278,511.5622897003746,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
279,512.6231445314074,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
280,513.6689855554737,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
281,515.4350571672993,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
282,517.5896685724674,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
283,518.2342231475502,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
284,520.1063104117233,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
285,521.5251934494921,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
286,522.4566961777302,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
287,523.9605308920159,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
288,525.0773856872796,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
289,527.9036416012724,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
290,528.4062138522927,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
291,529.8062263187069,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
292,530.8669178839608,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
293,532.6881830282938,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
294,533.7796307537687,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
295,535.6643140758732,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
296,537.0697590831223,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
297,538.428526176248,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
298,540.2131663762282,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
299,540.6313902472951,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
300,541.8474371212012,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
301,544.3238901010053,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
302,545.6368332489347,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
303,547.0109120581222,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
304,547.9316133644893,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
305,549.4975675626614,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
306,550.9700100394839,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
307,552.0495722005647,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
308,553.7649721191589,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
309,555.7920205616825,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
