n,partie_imaginaire,T_MAX,methode,n_workers,turing_complet,calcule_le
339,596.3627683283937,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
340,598.4930773461647,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
341,599.5456403643649,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
342,601.6021367359326,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
343,602.5791678863873,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
344,603.6256189035792,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
345,604.6162184937532,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
346,606.383460422109,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
347,608.4132173111873,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
348,609.3895751547201,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
349,610.8391629377394,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
350,611.7742096208873,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
351,613.5997786756373,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
352,614.6462378722326,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
353,615.538563369407,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
354,618.1128313664424,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
355,619.1844825979537,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
356,620.2728936722275,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
357,621.7092945279486,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
358,622.375002739779,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
359,624.2699000181779,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
360,626.0192834276544,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
361,627.268396850783,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
362,628.3258623594604,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
363,630.473887438292,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
364,630.8057809271976,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
365,632.2251411671159,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
366,633.5468582522518,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
367,635.5238003106055,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
368,637.3971931598373,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
369,637.9255139808225,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
370,638.9279382668568,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
371,640.6947946688257,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
372,641.9454996657054,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
373,643.2788837813979,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
374,644.9905782297479,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
375,646.3481915955016,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
376,647.761753004289,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
377,648.7864008887824,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
378,650.1975193452564,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
379,650.668683891396,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
380,653.6495716053947,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
381,654.3019205863193,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
382,655.7094630223556,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
383,656.9640845994605,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
384,658.1756144186054,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
385,659.663845972964,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
386,660.7167325952793,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
387,662.2965864311004,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
388,664.244604652273,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
389,665.342763095599,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
390,666.5151477041729,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
391,667.1484948945555,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
392,668.9758488202351,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
393,670.3235852058626,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
394,672.4581835841698,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
395,673.0435782861476,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
396,674.355897810123,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
397,676.1396743636268,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
398,677.230180668764,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
399,677.800444746221,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
400,679.7421978825282,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
401,681.8949915331518,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
402,682.6027350197505,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
403,684.0135498138695,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
404,684.9726298620984,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
405,686.1632235877279,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
406,687.9615431847036,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
407,689.3689413622724,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
408,690.4747350323504,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
409,692.4516844155208,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
410,693.1769700606019,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
411,694.5339086998731,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
412,695.7263359209268,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
413,696.6260699003456,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
414,699.1320954760135,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
415,700.2967391321436,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
416,701.3017429546461,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
417,702.2273431457605,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
418,704.0338392955254,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
419,705.1258139546193,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
420,706.184654799518,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
421,708.26907088511,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
422,709.2295885702842,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
423,711.1302741796854,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
424,711.9002899143753,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
425,712.7493834701013,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
426,714.0827718206694,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
427,716.1123964540521,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
428,717.4825697031002,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
429,718.7427865454858,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
430,719.6971009883656,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
431,721.3511622185365,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
432,722.2775049756742,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
433,723.8458210451284,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
434,724.5626138903791,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
435,727.0564032300493,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
436,728.4054815889341,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
437,728.758749795614,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
438,730.4164821227564,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
439,731.4173549185986,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
440,732.8180527144998,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
441,734.7896432523779,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
442,735.7654592085784,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
443,737.0529289122652,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
444,738.5804211713738,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
445,739.9095236740419,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
446,740.573807447295,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
447,741.7573355729417,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
448,743.8950131424737,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
449,745.3449895506119,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
450,746.4993058994323,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
451,747.6745636242695,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
452,748.2427544650845,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
453,750.6559503621245,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
454,750.9663810666508,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
455,752.8876215672024,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
456,754.3223704717127,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
457,755.8393089760378,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
458,756.7682484399509,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
459,758.1017292464126,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
460,758.9002382248924,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
461,760.2823669835121,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
462,762.700033249691,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
463,763.5930661728372,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
464,764.3075227241802,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
465,766.0875400998362,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
466,767.2184721555395,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
467,768.2814618065092,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
468,769.6934072526243,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
469,771.0708393136782,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
470,772.961617565757,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
471,774.1177446279405,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
472,775.0478470965804,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
473,775.9997119631714,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
474,777.2997485295925,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
475,779.157076949189,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
476,780.3489250041815,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
477,782.1376643908122,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
478,782.5979439460735,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
479,784.2888226124655,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
480,785.739089700715,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
481,786.4611474505062,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
482,787.46846381591,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
483,790.0590923641196,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
484,790.831620467921,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
485,792.4277076086046,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
486,792.8886525626224,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
487,794.4837918698931,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
488,795.6065961561624,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
489,797.2634700380356,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
490,798.7075701662963,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
491,799.6543362108977,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
492,801.604246462982,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
493,802.5419848784181,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
494,803.2430962042702,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
495,804.7622391126619,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
496,805.8616356670948,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
497,808.1518149359938,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
498,809.1977833633007,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
499,810.0818048864071,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
500,811.1843588465063,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
501,812.7711083891094,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
502,814.045913607511,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
503,814.8705396258725,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
504,816.7277377143947,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
505,818.3806688663617,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
506,819.2046421708238,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
507,820.7218984438692,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
508,821.7134541333794,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
509,822.1977574934041,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
510,824.5262938716297,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
511,826.0392873765745,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
512,826.9058109540807,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
513,828.3401743004899,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
514,829.4370109683093,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
515,830.8958840533174,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
516,831.7997776590706,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
517,833.0036409091542,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
518,834.6519151478257,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
519,836.6935761875919,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
520,837.3473350595315,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
521,838.2490219927322,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
522,839.4653948102824,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
523,841.0363898290134,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
524,842.0413542065264,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
525,844.1661966073508,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
526,844.8059939757637,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
527,846.194769927694,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
528,847.9717176395122,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
529,848.4892811809435,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
530,849.8622743486978,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
531,850.645448466004,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
532,853.1631125833892,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
533,854.095511719869,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
534,855.286710244405,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
535,856.4841174907917,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
536,857.3107406026038,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
537,858.9040264664757,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
538,860.4106708960147,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
539,861.1710982127153,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
540,863.189719771909,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
541,864.3408239300695,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
542,865.5946643265161,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
543,866.4237399040426,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
544,867.693122611785,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
545,868.6704942291316,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
546,870.8469023257541,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
547,872.1887508216132,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
548,873.098978971282,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
549,873.9083892353375,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
550,875.9852851087803,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
551,876.6008258330274,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
552,877.6546983410335,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
553,879.380951969791,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
554,880.8346488479393,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
555,882.3866966271964,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
556,883.4303318387016,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
557,884.1987431145948,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
558,885.2723044796171,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
559,886.8528019629164,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
560,888.4755666738172,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
561,889.7352942940907,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
562,890.8131321125279,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
563,892.3864332601559,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
564,893.1191175672942,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
565,894.8862923208688,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
566,895.3979196747829,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
567,896.6322515562027,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
568,899.2215226683835,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
569,899.8588846079374,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
570,900.8497398605211,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
571,902.2432075867523,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
572,903.0996744426304,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
573,904.7029027222814,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
574,905.8299407582222,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
575,907.6567294689677,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
576,908.333543645061,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
577,910.1863340571799,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
578,911.2349514859555,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
579,912.3310456000355,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
580,912.8239992467434,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
581,914.7300969583756,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
582,916.3550008086428,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
583,917.8253775704269,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
584,918.8365352435294,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
585,919.4483444396824,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
586,921.1563955071548,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
587,922.5006293066367,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
588,923.2857198024222,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
589,924.7734839334767,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
590,926.551552784603,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
591,927.8508589857536,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
592,928.6636593289346,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
593,929.8740928506478,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
594,931.0092113366281,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
595,931.8527407455201,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
596,934.3853068372584,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
597,934.9954248638466,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
598,936.2286493792828,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
599,937.5329257119704,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
600,939.0243008992184,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
601,939.6609406145282,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
602,941.1569996420424,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
603,942.0523416433755,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
604,944.1880358095727,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
605,945.333562503046,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
606,946.7658422047282,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
607,947.0791830962548,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
608,948.346646255045,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
609,950.1516126846439,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
610,951.0332487338235,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
611,952.7279886198506,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
612,954.1297192695515,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
613,954.8293089382166,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
614,956.6754793432898,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
615,957.5100525964237,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
616,958.4145933901361,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
617,959.4591688070681,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
618,961.6695724741928,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
619,963.1820866713115,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
620,963.5670401916123,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
621,965.0555796237511,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
622,966.1107548184102,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
623,967.3711537662629,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
624,968.6363019060873,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
625,970.1256105569412,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
626,971.0714914863858,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
627,973.1853612943012,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
628,973.8730789926536,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
629,974.7746350658374,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
630,976.1785024205897,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
631,976.9172021170507,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
632,978.766671535113,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
633,980.5780006397745,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
634,981.2886153017589,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
635,982.3964851687789,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
636,983.5750760064313,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
637,985.1869286557734,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
638,986.1305151101845,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
639,986.7560084076559,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
640,988.9926223706574,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
641,990.223917804028,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
642,991.3742941477616,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
643,992.7286963367327,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
644,993.214580957443,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
645,994.4045905710946,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
646,996.2053361642983,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
647,997.5119347519393,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
648,998.8275471369296,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
649,999.7915715574129,1000.0,RS-detection + Illinois-affinage,4,False,20260510_204344
