n,partie_imaginaire,T_MAX,methode,n_workers,precision_dps,calcule_le
33,111.02953554316967,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
34,111.87465917699264,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
35,114.32022091545271,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
36,116.22668032085755,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
37,118.79078286597621,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
38,121.37012500242065,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
39,122.94682929355265,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
40,124.25681855434577,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
41,127.5166838795965,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
42,129.57870419995606,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
43,131.08768853093264,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
44,133.49773720299757,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
45,134.75650975337362,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
46,138.11604205453344,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
47,141.12370740402113,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
48,143.11184580762063,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
49,146.00098248676554,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
50,147.42276534255961,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
51,153.02469381119892,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
52,156.11290929423788,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
53,161.18896413759606,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
54,163.03070968718197,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
55,165.53706918790044,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
56,167.1844399781745,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
57,173.41153651959155,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
58,174.75419152336568,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
59,176.4414342977104,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
60,178.37740777609997,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
61,179.916484020257,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
62,182.20707848436643,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
63,187.22892258350169,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
64,189.41615865601693,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
65,195.26539667952923,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
66,196.87648184095832,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
67,201.26475194370386,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
68,202.49359451414054,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
69,207.90625888780622,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
70,209.57650971685626,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
71,211.6908625953653,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
72,216.16953850826368,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
73,219.0675963490214,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
74,224.00700025460432,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
75,227.4214442796793,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
76,229.33741330552536,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
77,231.25018870049917,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
78,233.6934041789083,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
79,236.52422966581622,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
80,237.7698204809252,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
81,239.55547757332764,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
82,241.04915779621658,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
83,242.8232719342226,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
84,244.07089849707816,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
85,248.10199006014847,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
86,249.5736896447072,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
87,251.014947795016,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
88,253.06998674799948,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
89,258.61043949153134,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
90,263.57389390487015,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
91,267.92191508282406,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
92,269.9704490239978,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
93,271.494055641645,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
94,273.45960918840325,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
95,284.83596398090475,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
96,286.66744536300286,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
97,287.91192050142223,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
98,289.5798549292188,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
99,291.84629132906736,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
100,293.55843413935634,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
101,297.97927706194344,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
102,299.8403260537213,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
103,301.64932546219444,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
104,302.6967495896069,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
105,307.2194961281699,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
106,312.4278011806009,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
107,313.9852857311589,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
108,315.47561608947575,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
109,321.1601343091136,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
110,322.1445586724829,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
111,323.466969557512,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
112,324.8628660517396,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
113,327.44390126190547,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
114,331.47446758266346,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
115,336.8418504283907,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
116,338.33999285080665,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
117,339.85821672536355,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
118,344.6617029402523,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
119,349.31626087069617,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
120,350.4084193491921,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
121,351.8786490253593,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
122,353.4889004887188,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
123,356.0175749772649,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
124,359.7437549531145,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
125,361.28936169580464,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
126,363.33133057897385,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
127,364.736024114089,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
128,366.21271028833127,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
129,367.9935754817403,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
130,378.4366802499655,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
131,379.87297534653237,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
132,381.4844686171865,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
133,383.44352944953647,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
134,384.9561168148637,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
135,385.8613008459742,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
136,387.22289022238795,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
137,388.84612835423223,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
138,393.427743844434,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
139,397.9187362096142,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
140,399.9851198761949,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
141,401.8392286005332,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
142,407.5814603868962,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
143,408.9472455023511,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
144,410.51386919336665,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
145,411.9722678042788,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
146,413.26273607018504,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
147,418.3877057895348,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
148,419.8613648181523,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
149,420.6438276250418,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
150,422.0767100588268,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
151,423.71657962748185,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
152,425.06988249446135,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
153,430.3287454309386,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
154,431.30130693070356,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
155,432.1386417345886,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
156,433.8892184809272,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
157,436.16100643264696,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
158,437.5816981676686,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
159,438.62173865627216,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
160,439.91844221437066,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
161,441.68319920118904,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
162,442.9045463026094,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
163,444.31933627755916,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
164,449.1485456850233,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
165,456.32842668924604,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
166,457.903893064103,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
167,462.06536727488253,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
168,464.05728691054844,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
169,465.6715392113711,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
170,466.5702869308262,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
171,467.4390462102616,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
172,469.53600455911203,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
173,470.77365547810166,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
174,475.60033936937583,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
175,476.7690152374845,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
176,483.85142721248246,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
177,488.38056709001745,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
178,489.6617615779561,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
179,491.39882159366306,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
180,498.58078242968656,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
181,500.3090849416905,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
182,504.49977331342785,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
183,505.4152317422441,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
184,506.46415270952355,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
185,508.8007003364678,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
186,510.2642279436729,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
187,511.56228970037483,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
188,512.6231445314074,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
189,513.6689855554737,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
190,515.4350571672994,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
191,520.1063104117233,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
192,521.525193449492,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
193,522.4566961777302,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
194,529.8062263187069,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
195,530.866917883961,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
196,532.6881830282938,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
197,533.7796307537687,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
198,535.6643140758732,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
199,537.0697590831223,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
200,538.428526176248,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
201,541.8474371212013,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
202,544.3238901010053,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
203,545.6368332489349,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
204,547.0109120581222,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
205,547.9316133644894,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
206,549.4975675626614,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
207,550.9700100394839,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
208,552.0495722005649,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
209,553.7649721191589,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
210,555.7920205616825,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
211,562.5592076160459,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
212,564.1608791107861,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
213,564.5060559381499,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
214,568.9239551796294,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
215,570.0511147824636,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
216,572.4199841324528,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
217,573.6146105267582,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
218,575.8072471409288,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
219,577.0390034720982,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
220,581.9465762659016,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
221,583.2360882191673,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
222,584.5617059034655,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
223,585.9845632049883,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
224,586.7427718912502,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
225,588.139663266248,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
226,592.5713583002256,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
227,593.974714682231,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
228,601.6021367359326,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
229,602.5791678863874,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
230,603.6256189035792,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
231,604.6162184937532,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
232,606.3834604221091,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
233,608.4132173111874,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
234,609.3895751547201,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
235,613.599778675637,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
236,620.2728936722275,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
237,624.2699000181779,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
238,626.0192834276544,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
239,627.268396850783,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
240,628.3258623594604,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
241,632.2251411671159,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
242,633.5468582522518,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
243,635.5238003106055,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
244,637.3971931598372,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
245,637.9255139808225,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
246,638.9279382668567,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
247,640.6947946688257,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
248,641.9454996657053,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
249,643.2788837813979,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
250,644.990578229748,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
251,646.3481915955016,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
252,647.7617530042888,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
253,648.7864008887822,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
254,655.7094630223556,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
255,656.9640845994606,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
256,658.1756144186054,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
257,659.6638459729642,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
258,660.7167325952793,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
259,662.2965864311004,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
260,664.244604652273,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
261,665.342763095599,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
262,668.9758488202351,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
263,670.3235852058626,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
264,674.3558978101232,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
265,676.1396743636268,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
266,677.230180668764,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
267,677.8004447462214,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
268,679.7421978825282,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
269,684.0135498138695,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
270,684.9726298620985,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
271,686.163223587728,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
272,687.9615431847037,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
273,689.3689413622724,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
274,690.4747350323504,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
275,694.5339086998731,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
276,704.0338392955254,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
277,708.2690708851098,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
278,709.2295885702841,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
279,712.7493834701013,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
280,714.0827718206693,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
281,716.1123964540521,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
282,717.4825697031002,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
283,718.7427865454861,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
284,719.6971009883657,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
285,727.0564032300495,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
286,728.4054815889341,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
287,728.7587497956143,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
288,730.4164821227565,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
289,731.4173549185986,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
290,732.8180527144998,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
291,737.0529289122653,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
292,738.5804211713738,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
293,739.9095236740421,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
294,743.8950131424737,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
295,745.3449895506119,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
296,746.4993058994323,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
297,752.8876215672024,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
298,754.3223704717127,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
299,755.8393089760378,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
300,756.768248439951,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
301,758.1017292464126,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
302,758.9002382248924,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
303,760.282366983512,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
304,764.3075227241802,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
305,766.0875400998361,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
306,767.2184721555395,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
307,768.2814618065092,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
308,769.6934072526244,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
309,771.0708393136783,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
310,772.961617565757,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
311,774.1177446279405,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
312,775.0478470965805,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
313,775.9997119631714,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
314,777.2997485295925,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
315,779.157076949189,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
316,780.3489250041815,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
317,784.2888226124654,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
318,785.739089700715,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
319,794.4837918698931,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
320,795.6065961561624,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
321,797.2634700380355,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
322,798.7075701662963,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
323,799.6543362108977,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
324,801.6042464629821,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
325,802.5419848784184,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
326,803.2430962042702,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
327,804.7622391126617,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
328,805.8616356670948,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
329,810.0818048864071,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
330,811.1843588465063,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
331,812.7711083891094,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
332,814.045913607511,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
333,814.8705396258725,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
334,816.7277377143947,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
335,818.3806688663617,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
336,819.2046421708238,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
337,820.7218984438692,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
338,824.5262938716298,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
339,826.0392873765744,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
340,826.9058109540807,10000.0,RS-detection + Illinois-affinage,4,35,20260517_001316
