n,partie_imaginaire,T_MAX,methode,precision_dps,calcule_le
2868,3402.0004414149394,10000.0,Hardy-Z + Illinois,50,20260424_205325
2869,3403.008864820184,10000.0,Hardy-Z + Illinois,50,20260424_205325
2870,3404.3627615728687,10000.0,Hardy-Z + Illinois,50,20260424_205325
2871,3405.132918695121,10000.0,Hardy-Z + Illinois,50,20260424_205325
2872,3405.809942804822,10000.0,Hardy-Z + Illinois,50,20260424_205325
2873,3406.679482811959,10000.0,Hardy-Z + Illinois,50,20260424_205325
2874,3407.728314289522,10000.0,Hardy-Z + Illinois,50,20260424_205325
2875,3409.5787368524702,10000.0,Hardy-Z + Illinois,50,20260424_205325
2876,3410.4245652119066,10000.0,Hardy-Z + Illinois,50,20260424_205325
2877,3411.223633497277,10000.0,Hardy-Z + Illinois,50,20260424_205325
2878,3411.855830275976,10000.0,Hardy-Z + Illinois,50,20260424_205325
2879,3413.219036005347,10000.0,Hardy-Z + Illinois,50,20260424_205325
2880,3413.7108194766506,10000.0,Hardy-Z + Illinois,50,20260424_205325
2881,3415.0064152978043,10000.0,Hardy-Z + Illinois,50,20260424_205325
2882,3415.8066235728893,10000.0,Hardy-Z + Illinois,50,20260424_205325
2883,3417.2017255275723,10000.0,Hardy-Z + Illinois,50,20260424_205325
2884,3418.1948427088532,10000.0,Hardy-Z + Illinois,50,20260424_205325
2885,3418.7442466751504,10000.0,Hardy-Z + Illinois,50,20260424_205325
2886,3420.5405829873275,10000.0,Hardy-Z + Illinois,50,20260424_205325
2887,3421.307537318235,10000.0,Hardy-Z + Illinois,50,20260424_205325
2888,3421.8824204076705,10000.0,Hardy-Z + Illinois,50,20260424_205325
2889,3423.1285941923284,10000.0,Hardy-Z + Illinois,50,20260424_205325
2890,3423.611394671274,10000.0,Hardy-Z + Illinois,50,20260424_205325
2891,3424.728989863384,10000.0,Hardy-Z + Illinois,50,20260424_205325
2892,3425.8309177359392,10000.0,Hardy-Z + Illinois,50,20260424_205325
2893,3427.4318110056997,10000.0,Hardy-Z + Illinois,50,20260424_205325
2894,3428.3450146487558,10000.0,Hardy-Z + Illinois,50,20260424_205325
2895,3429.0771614591295,10000.0,Hardy-Z + Illinois,50,20260424_205325
2896,3430.158809529326,10000.0,Hardy-Z + Illinois,50,20260424_205325
2897,3430.6116186801733,10000.0,Hardy-Z + Illinois,50,20260424_205325
2898,3432.0263665318685,10000.0,Hardy-Z + Illinois,50,20260424_205325
2899,3433.3063311603064,10000.0,Hardy-Z + Illinois,50,20260424_205325
2900,3433.7697101636786,10000.0,Hardy-Z + Illinois,50,20260424_205325
2901,3434.4329301812686,10000.0,Hardy-Z + Illinois,50,20260424_205325
2902,3436.183607569709,10000.0,Hardy-Z + Illinois,50,20260424_205325
2903,3437.219161606906,10000.0,Hardy-Z + Illinois,50,20260424_205325
2904,3438.212616154325,10000.0,Hardy-Z + Illinois,50,20260424_205325
2905,3439.112430154171,10000.0,Hardy-Z + Illinois,50,20260424_205325
2906,3440.229299588557,10000.0,Hardy-Z + Illinois,50,20260424_205325
2907,3440.8440257705442,10000.0,Hardy-Z + Illinois,50,20260424_205325
2908,3441.4679776700714,10000.0,Hardy-Z + Illinois,50,20260424_205325
2909,3442.6833924454395,10000.0,Hardy-Z + Illinois,50,20260424_205325
2910,3444.0365707017377,10000.0,Hardy-Z + Illinois,50,20260424_205325
2911,3445.2774324687293,10000.0,Hardy-Z + Illinois,50,20260424_205325
2912,3446.015386158298,10000.0,Hardy-Z + Illinois,50,20260424_205325
2913,3447.158925420623,10000.0,Hardy-Z + Illinois,50,20260424_205325
2914,3447.700517605005,10000.0,Hardy-Z + Illinois,50,20260424_205325
2915,3449.497002715466,10000.0,Hardy-Z + Illinois,50,20260424_205325
2916,3449.6850010644807,10000.0,Hardy-Z + Illinois,50,20260424_205325
2917,3450.7234875925255,10000.0,Hardy-Z + Illinois,50,20260424_205325
2918,3451.940669427532,10000.0,Hardy-Z + Illinois,50,20260424_205325
2919,3452.5698167716655,10000.0,Hardy-Z + Illinois,50,20260424_205325
2920,3453.6778939184237,10000.0,Hardy-Z + Illinois,50,20260424_205325
2921,3455.4887994347882,10000.0,Hardy-Z + Illinois,50,20260424_205325
2922,3456.2586145592895,10000.0,Hardy-Z + Illinois,50,20260424_205325
2923,3457.184172894585,10000.0,Hardy-Z + Illinois,50,20260424_205325
2924,3457.57359885784,10000.0,Hardy-Z + Illinois,50,20260424_205325
2925,3458.6654106247847,10000.0,Hardy-Z + Illinois,50,20260424_205325
2926,3460.0460640189494,10000.0,Hardy-Z + Illinois,50,20260424_205325
2927,3460.4842304690533,10000.0,Hardy-Z + Illinois,50,20260424_205325
2928,3461.9159711984935,10000.0,Hardy-Z + Illinois,50,20260424_205325
2929,3462.8967324018367,10000.0,Hardy-Z + Illinois,50,20260424_205325
2930,3464.0838321603146,10000.0,Hardy-Z + Illinois,50,20260424_205325
2931,3464.9776952524267,10000.0,Hardy-Z + Illinois,50,20260424_205325
2932,3465.827155727127,10000.0,Hardy-Z + Illinois,50,20260424_205325
2933,3467.2044039862635,10000.0,Hardy-Z + Illinois,50,20260424_205325
2934,3467.9094710782165,10000.0,Hardy-Z + Illinois,50,20260424_205325
2935,3468.775551366813,10000.0,Hardy-Z + Illinois,50,20260424_205325
2936,3469.551913132633,10000.0,Hardy-Z + Illinois,50,20260424_205325
2937,3470.2141089614483,10000.0,Hardy-Z + Illinois,50,20260424_205325
2938,3472.2490182213164,10000.0,Hardy-Z + Illinois,50,20260424_205325
2939,3473.1687633951356,10000.0,Hardy-Z + Illinois,50,20260424_205325
2940,3473.8148820200195,10000.0,Hardy-Z + Illinois,50,20260424_205325
2941,3475.2191067327503,10000.0,Hardy-Z + Illinois,50,20260424_205325
2942,3475.7177928194305,10000.0,Hardy-Z + Illinois,50,20260424_205325
2943,3476.519931770807,10000.0,Hardy-Z + Illinois,50,20260424_205325
2944,3477.7001902846728,10000.0,Hardy-Z + Illinois,50,20260424_205325
2945,3479.0498301792145,10000.0,Hardy-Z + Illinois,50,20260424_205325
2946,3479.4659653126987,10000.0,Hardy-Z + Illinois,50,20260424_205325
2947,3480.6829159506115,10000.0,Hardy-Z + Illinois,50,20260424_205325
2948,3481.7763966943216,10000.0,Hardy-Z + Illinois,50,20260424_205325
2949,3483.057856801383,10000.0,Hardy-Z + Illinois,50,20260424_205325
2950,3484.1593880462337,10000.0,Hardy-Z + Illinois,50,20260424_205325
2951,3484.884585352892,10000.0,Hardy-Z + Illinois,50,20260424_205325
2952,3485.691497728214,10000.0,Hardy-Z + Illinois,50,20260424_205325
2953,3486.5343396694575,10000.0,Hardy-Z + Illinois,50,20260424_205325
2954,3487.539477842766,10000.0,Hardy-Z + Illinois,50,20260424_205325
2955,3488.4557766222542,10000.0,Hardy-Z + Illinois,50,20260424_205325
2956,3489.6651233162734,10000.0,Hardy-Z + Illinois,50,20260424_205325
2957,3491.5505613682362,10000.0,Hardy-Z + Illinois,50,20260424_205325
2958,3491.8110999653354,10000.0,Hardy-Z + Illinois,50,20260424_205325
2959,3492.414435580418,10000.0,Hardy-Z + Illinois,50,20260424_205325
2960,3493.7206130827226,10000.0,Hardy-Z + Illinois,50,20260424_205325
2961,3494.816408481537,10000.0,Hardy-Z + Illinois,50,20260424_205325
2962,3495.9889319675826,10000.0,Hardy-Z + Illinois,50,20260424_205325
2963,3496.350361363769,10000.0,Hardy-Z + Illinois,50,20260424_205325
2964,3497.37296054228,10000.0,Hardy-Z + Illinois,50,20260424_205325
2965,3498.576136539014,10000.0,Hardy-Z + Illinois,50,20260424_205325
2966,3499.686553821129,10000.0,Hardy-Z + Illinois,50,20260424_205325
2967,3501.145919590462,10000.0,Hardy-Z + Illinois,50,20260424_205325
2968,3501.897095232891,10000.0,Hardy-Z + Illinois,50,20260424_205325
2969,3502.7758679485733,10000.0,Hardy-Z + Illinois,50,20260424_205325
2970,3503.6362157915105,10000.0,Hardy-Z + Illinois,50,20260424_205325
2971,3504.5889277749416,10000.0,Hardy-Z + Illinois,50,20260424_205325
2972,3504.99262719505,10000.0,Hardy-Z + Illinois,50,20260424_205325
2973,3506.8607789870025,10000.0,Hardy-Z + Illinois,50,20260424_205325
2974,3507.545273797332,10000.0,Hardy-Z + Illinois,50,20260424_205325
2975,3508.7725008669577,10000.0,Hardy-Z + Illinois,50,20260424_205325
2976,3509.6364080382723,10000.0,Hardy-Z + Illinois,50,20260424_205325
2977,3510.845083644571,10000.0,Hardy-Z + Illinois,50,20260424_205325
2978,3511.731091112826,10000.0,Hardy-Z + Illinois,50,20260424_205325
2979,3512.4735868428934,10000.0,Hardy-Z + Illinois,50,20260424_205325
2980,3513.877573873797,10000.0,Hardy-Z + Illinois,50,20260424_205325
2981,3514.366752243941,10000.0,Hardy-Z + Illinois,50,20260424_205325
2982,3515.416808849641,10000.0,Hardy-Z + Illinois,50,20260424_205325
2983,3515.9018144988954,10000.0,Hardy-Z + Illinois,50,20260424_205325
2984,3518.0264452394,10000.0,Hardy-Z + Illinois,50,20260424_205325
2985,3518.8684092085564,10000.0,Hardy-Z + Illinois,50,20260424_205325
2986,3519.87018674023,10000.0,Hardy-Z + Illinois,50,20260424_205325
2987,3520.491665965546,10000.0,Hardy-Z + Illinois,50,20260424_205325
2988,3521.3650409026823,10000.0,Hardy-Z + Illinois,50,20260424_205325
2989,3522.382212893842,10000.0,Hardy-Z + Illinois,50,20260424_205325
2990,3523.6358357235085,10000.0,Hardy-Z + Illinois,50,20260424_205325
2991,3524.2152207375807,10000.0,Hardy-Z + Illinois,50,20260424_205325
2992,3525.386566637037,10000.0,Hardy-Z + Illinois,50,20260424_205325
2993,3526.6702567113275,10000.0,Hardy-Z + Illinois,50,20260424_205325
2994,3527.6152070509993,10000.0,Hardy-Z + Illinois,50,20260424_205325
2995,3528.3518245828063,10000.0,Hardy-Z + Illinois,50,20260424_205325
2996,3529.9557443459507,10000.0,Hardy-Z + Illinois,50,20260424_205325
2997,3530.835046797712,10000.0,Hardy-Z + Illinois,50,20260424_205325
2998,3531.2010239635265,10000.0,Hardy-Z + Illinois,50,20260424_205325
2999,3532.038508847499,10000.0,Hardy-Z + Illinois,50,20260424_205325
3000,3533.32824339582,10000.0,Hardy-Z + Illinois,50,20260424_205325
3001,3534.0625882801696,10000.0,Hardy-Z + Illinois,50,20260424_205325
3002,3535.772576943417,10000.0,Hardy-Z + Illinois,50,20260424_205325
3003,3536.633250705505,10000.0,Hardy-Z + Illinois,50,20260424_205325
3004,3537.708013056178,10000.0,Hardy-Z + Illinois,50,20260424_205325
3005,3538.5005689073528,10000.0,Hardy-Z + Illinois,50,20260424_205325
3006,3539.0899365265977,10000.0,Hardy-Z + Illinois,50,20260424_205325
3007,3540.456758807154,10000.0,Hardy-Z + Illinois,50,20260424_205325
3008,3541.3575223753705,10000.0,Hardy-Z + Illinois,50,20260424_205325
3009,3542.340883917587,10000.0,Hardy-Z + Illinois,50,20260424_205325
3010,3543.322306535337,10000.0,Hardy-Z + Illinois,50,20260424_205325
3011,3543.8167962869084,10000.0,Hardy-Z + Illinois,50,20260424_205325
3012,3545.6992121713156,10000.0,Hardy-Z + Illinois,50,20260424_205325
3013,3546.8641345952606,10000.0,Hardy-Z + Illinois,50,20260424_205325
3014,3547.3147813964856,10000.0,Hardy-Z + Illinois,50,20260424_205325
3015,3548.3512529635773,10000.0,Hardy-Z + Illinois,50,20260424_205325
3016,3549.4583567763575,10000.0,Hardy-Z + Illinois,50,20260424_205325
3017,3550.0650592255197,10000.0,Hardy-Z + Illinois,50,20260424_205325
3018,3550.8532983720293,10000.0,Hardy-Z + Illinois,50,20260424_205325
3019,3552.0802097503806,10000.0,Hardy-Z + Illinois,50,20260424_205325
3020,3553.8406805970208,10000.0,Hardy-Z + Illinois,50,20260424_205325
3021,3554.165034789487,10000.0,Hardy-Z + Illinois,50,20260424_205325
3022,3555.5341450718975,10000.0,Hardy-Z + Illinois,50,20260424_205325
3023,3556.0652345356116,10000.0,Hardy-Z + Illinois,50,20260424_205325
3024,3557.4271023529204,10000.0,Hardy-Z + Illinois,50,20260424_205325
3025,3558.3493450384067,10000.0,Hardy-Z + Illinois,50,20260424_205325
3026,3559.2656646998926,10000.0,Hardy-Z + Illinois,50,20260424_205325
3027,3560.019248823558,10000.0,Hardy-Z + Illinois,50,20260424_205325
3028,3560.7761833343525,10000.0,Hardy-Z + Illinois,50,20260424_205325
3029,3562.162435082828,10000.0,Hardy-Z + Illinois,50,20260424_205325
3030,3563.2151214856763,10000.0,Hardy-Z + Illinois,50,20260424_205325
3031,3564.7607707140073,10000.0,Hardy-Z + Illinois,50,20260424_205325
3032,3565.3964228869995,10000.0,Hardy-Z + Illinois,50,20260424_205325
3033,3566.284910776263,10000.0,Hardy-Z + Illinois,50,20260424_205325
3034,3566.9166838954575,10000.0,Hardy-Z + Illinois,50,20260424_205325
3035,3567.73325174907,10000.0,Hardy-Z + Illinois,50,20260424_205325
3036,3569.3431320864324,10000.0,Hardy-Z + Illinois,50,20260424_205325
3037,3570.0086713649503,10000.0,Hardy-Z + Illinois,50,20260424_205325
3038,3570.822916554615,10000.0,Hardy-Z + Illinois,50,20260424_205325
3039,3572.5139656279416,10000.0,Hardy-Z + Illinois,50,20260424_205325
3040,3573.0798043012696,10000.0,Hardy-Z + Illinois,50,20260424_205325
3041,3574.100016308943,10000.0,Hardy-Z + Illinois,50,20260424_205325
3042,3575.493155747453,10000.0,Hardy-Z + Illinois,50,20260424_205325
3043,3575.9553796437945,10000.0,Hardy-Z + Illinois,50,20260424_205325
3044,3577.2052839856324,10000.0,Hardy-Z + Illinois,50,20260424_205325
3045,3577.981184110552,10000.0,Hardy-Z + Illinois,50,20260424_205325
3046,3578.4103826189294,10000.0,Hardy-Z + Illinois,50,20260424_205325
3047,3579.750102614598,10000.0,Hardy-Z + Illinois,50,20260424_205325
3048,3581.5853382417995,10000.0,Hardy-Z + Illinois,50,20260424_205325
3049,3582.3949166198295,10000.0,Hardy-Z + Illinois,50,20260424_205325
3050,3582.9230421855077,10000.0,Hardy-Z + Illinois,50,20260424_205325
3051,3583.9455747749166,10000.0,Hardy-Z + Illinois,50,20260424_205325
3052,3585.2062787128816,10000.0,Hardy-Z + Illinois,50,20260424_205325
3053,3585.684448661569,10000.0,Hardy-Z + Illinois,50,20260424_205325
3054,3586.8407450060963,10000.0,Hardy-Z + Illinois,50,20260424_205325
3055,3587.9688136679656,10000.0,Hardy-Z + Illinois,50,20260424_205325
3056,3588.859444520462,10000.0,Hardy-Z + Illinois,50,20260424_205325
3057,3589.745006545046,10000.0,Hardy-Z + Illinois,50,20260424_205325
3058,3590.9834712930565,10000.0,Hardy-Z + Illinois,50,20260424_205325
3059,3592.4058890800093,10000.0,Hardy-Z + Illinois,50,20260424_205325
3060,3593.0285588397855,10000.0,Hardy-Z + Illinois,50,20260424_205325
3061,3594.2272747854904,10000.0,Hardy-Z + Illinois,50,20260424_205325
3062,3594.4692726981048,10000.0,Hardy-Z + Illinois,50,20260424_205325
3063,3595.7790637538824,10000.0,Hardy-Z + Illinois,50,20260424_205325
3064,3596.421772540066,10000.0,Hardy-Z + Illinois,50,20260424_205325
3065,3597.802641294575,10000.0,Hardy-Z + Illinois,50,20260424_205325
3066,3598.9485602061936,10000.0,Hardy-Z + Illinois,50,20260424_205325
3067,3600.1663237967828,10000.0,Hardy-Z + Illinois,50,20260424_205325
3068,3601.1040136854467,10000.0,Hardy-Z + Illinois,50,20260424_205325
3069,3601.7912827519613,10000.0,Hardy-Z + Illinois,50,20260424_205325
3070,3602.4188942626884,10000.0,Hardy-Z + Illinois,50,20260424_205325
3071,3604.248053633486,10000.0,Hardy-Z + Illinois,50,20260424_205325
3072,3604.7549840178135,10000.0,Hardy-Z + Illinois,50,20260424_205325
3073,3605.4944749717947,10000.0,Hardy-Z + Illinois,50,20260424_205325
3074,3606.3593176241,10000.0,Hardy-Z + Illinois,50,20260424_205325
3075,3607.574809645375,10000.0,Hardy-Z + Illinois,50,20260424_205325
3076,3609.2833330342737,10000.0,Hardy-Z + Illinois,50,20260424_205325
3077,3609.700266168918,10000.0,Hardy-Z + Illinois,50,20260424_205325
3078,3611.1016315515653,10000.0,Hardy-Z + Illinois,50,20260424_205325
3079,3611.910994676757,10000.0,Hardy-Z + Illinois,50,20260424_205325
3080,3612.3241926873397,10000.0,Hardy-Z + Illinois,50,20260424_205325
3081,3613.54902124104,10000.0,Hardy-Z + Illinois,50,20260424_205325
3082,3614.3278146421867,10000.0,Hardy-Z + Illinois,50,20260424_205325
3083,3615.6062681246335,10000.0,Hardy-Z + Illinois,50,20260424_205325
3084,3616.840689133504,10000.0,Hardy-Z + Illinois,50,20260424_205325
3085,3617.8028423970413,10000.0,Hardy-Z + Illinois,50,20260424_205325
3086,3618.4525585159704,10000.0,Hardy-Z + Illinois,50,20260424_205325
3087,3619.885723507011,10000.0,Hardy-Z + Illinois,50,20260424_205325
3088,3620.705570449877,10000.0,Hardy-Z + Illinois,50,20260424_205325
3089,3621.8861323661445,10000.0,Hardy-Z + Illinois,50,20260424_205325
3090,3622.1792745022176,10000.0,Hardy-Z + Illinois,50,20260424_205325
3091,3623.5584684730393,10000.0,Hardy-Z + Illinois,50,20260424_205325
3092,3624.4375035568405,10000.0,Hardy-Z + Illinois,50,20260424_205325
3093,3624.8817265977414,10000.0,Hardy-Z + Illinois,50,20260424_205325
3094,3627.060315519067,10000.0,Hardy-Z + Illinois,50,20260424_205325
3095,3627.949114790735,10000.0,Hardy-Z + Illinois,50,20260424_205325
3096,3628.610375056136,10000.0,Hardy-Z + Illinois,50,20260424_205325
3097,3629.407217611507,10000.0,Hardy-Z + Illinois,50,20260424_205325
3098,3630.3634250454406,10000.0,Hardy-Z + Illinois,50,20260424_205325
3099,3631.308684288782,10000.0,Hardy-Z + Illinois,50,20260424_205325
3100,3632.478178336014,10000.0,Hardy-Z + Illinois,50,20260424_205325
3101,3633.4401577754493,10000.0,Hardy-Z + Illinois,50,20260424_205325
3102,3634.0561930930053,10000.0,Hardy-Z + Illinois,50,20260424_205325
3103,3635.673633427948,10000.0,Hardy-Z + Illinois,50,20260424_205325
3104,3636.4396383570456,10000.0,Hardy-Z + Illinois,50,20260424_205325
3105,3637.5406577179497,10000.0,Hardy-Z + Illinois,50,20260424_205325
3106,3638.5537076794308,10000.0,Hardy-Z + Illinois,50,20260424_205325
3107,3639.679806517767,10000.0,Hardy-Z + Illinois,50,20260424_205325
3108,3640.3629764942693,10000.0,Hardy-Z + Illinois,50,20260424_205325
3109,3641.0105381463495,10000.0,Hardy-Z + Illinois,50,20260424_205325
3110,3641.707123241174,10000.0,Hardy-Z + Illinois,50,20260424_205325
3111,3643.479573648181,10000.0,Hardy-Z + Illinois,50,20260424_205325
3112,3644.403358341781,10000.0,Hardy-Z + Illinois,50,20260424_205325
3113,3645.632116643506,10000.0,Hardy-Z + Illinois,50,20260424_205325
3114,3646.4508943698315,10000.0,Hardy-Z + Illinois,50,20260424_205325
3115,3647.2842616804037,10000.0,Hardy-Z + Illinois,50,20260424_205325
3116,3648.158454685519,10000.0,Hardy-Z + Illinois,50,20260424_205325
3117,3649.166164131528,10000.0,Hardy-Z + Illinois,50,20260424_205325
3118,3650.3020435711596,10000.0,Hardy-Z + Illinois,50,20260424_205325
3119,3651.2531061634168,10000.0,Hardy-Z + Illinois,50,20260424_205325
3120,3651.7835233747655,10000.0,Hardy-Z + Illinois,50,20260424_205325
3121,3653.0883261963895,10000.0,Hardy-Z + Illinois,50,20260424_205325
3122,3654.211437502704,10000.0,Hardy-Z + Illinois,50,20260424_205325
3123,3655.9057264414632,10000.0,Hardy-Z + Illinois,50,20260424_205325
3124,3656.33452976624,10000.0,Hardy-Z + Illinois,50,20260424_205325
3125,3656.892829633306,10000.0,Hardy-Z + Illinois,50,20260424_205325
3126,3658.129372193821,10000.0,Hardy-Z + Illinois,50,20260424_205325
3127,3658.921689551014,10000.0,Hardy-Z + Illinois,50,20260424_205325
3128,3659.9075007475676,10000.0,Hardy-Z + Illinois,50,20260424_205325
3129,3660.7356658149574,10000.0,Hardy-Z + Illinois,50,20260424_205325
3130,3662.3689492974104,10000.0,Hardy-Z + Illinois,50,20260424_205325
3131,3663.4482888549765,10000.0,Hardy-Z + Illinois,50,20260424_205325
3132,3664.0020071045915,10000.0,Hardy-Z + Illinois,50,20260424_205325
3133,3664.878137729472,10000.0,Hardy-Z + Illinois,50,20260424_205325
3134,3666.2370259729655,10000.0,Hardy-Z + Illinois,50,20260424_205325
3135,3667.307339233034,10000.0,Hardy-Z + Illinois,50,20260424_205325
3136,3667.7356389455226,10000.0,Hardy-Z + Illinois,50,20260424_205325
3137,3669.030191157442,10000.0,Hardy-Z + Illinois,50,20260424_205325
3138,3669.4237463089535,10000.0,Hardy-Z + Illinois,50,20260424_205325
3139,3670.731997269177,10000.0,Hardy-Z + Illinois,50,20260424_205325
3140,3672.3493512948767,10000.0,Hardy-Z + Illinois,50,20260424_205325
3141,3673.159176144119,10000.0,Hardy-Z + Illinois,50,20260424_205325
3142,3674.0876089561434,10000.0,Hardy-Z + Illinois,50,20260424_205325
3143,3675.262610129656,10000.0,Hardy-Z + Illinois,50,20260424_205325
3144,3675.6624842456295,10000.0,Hardy-Z + Illinois,50,20260424_205325
3145,3676.3689381372537,10000.0,Hardy-Z + Illinois,50,20260424_205325
3146,3677.893295662795,10000.0,Hardy-Z + Illinois,50,20260424_205325
3147,3678.847783056965,10000.0,Hardy-Z + Illinois,50,20260424_205325
3148,3679.818311649508,10000.0,Hardy-Z + Illinois,50,20260424_205325
3149,3680.583983908415,10000.0,Hardy-Z + Illinois,50,20260424_205325
3150,3682.4187314356677,10000.0,Hardy-Z + Illinois,50,20260424_205325
3151,3682.5717305490684,10000.0,Hardy-Z + Illinois,50,20260424_205325
3152,3683.9710242035108,10000.0,Hardy-Z + Illinois,50,20260424_205325
3153,3684.859893088268,10000.0,Hardy-Z + Illinois,50,20260424_205325
3154,3685.9744421424275,10000.0,Hardy-Z + Illinois,50,20260424_205325
3155,3686.2713371809355,10000.0,Hardy-Z + Illinois,50,20260424_205325
3156,3687.5384137597653,10000.0,Hardy-Z + Illinois,50,20260424_205325
3157,3688.177027971996,10000.0,Hardy-Z + Illinois,50,20260424_205325
3158,3690.184258111031,10000.0,Hardy-Z + Illinois,50,20260424_205325
3159,3691.0391622529746,10000.0,Hardy-Z + Illinois,50,20260424_205325
3160,3691.7569397214315,10000.0,Hardy-Z + Illinois,50,20260424_205325
3161,3692.647653927346,10000.0,Hardy-Z + Illinois,50,20260424_205325
3162,3693.3709847350387,10000.0,Hardy-Z + Illinois,50,20260424_205325
3163,3694.7911267178943,10000.0,Hardy-Z + Illinois,50,20260424_205325
3164,3695.6727901331806,10000.0,Hardy-Z + Illinois,50,20260424_205325
3165,3696.121982633589,10000.0,Hardy-Z + Illinois,50,20260424_205325
3166,3697.5859636449923,10000.0,Hardy-Z + Illinois,50,20260424_205325
3167,3698.5473627665147,10000.0,Hardy-Z + Illinois,50,20260424_205325
3168,3699.43029263065,10000.0,Hardy-Z + Illinois,50,20260424_205325
3169,3700.8383167596303,10000.0,Hardy-Z + Illinois,50,20260424_205325
3170,3702.050756987914,10000.0,Hardy-Z + Illinois,50,20260424_205325
3171,3702.4601559332127,10000.0,Hardy-Z + Illinois,50,20260424_205325
3172,3703.3474760756035,10000.0,Hardy-Z + Illinois,50,20260424_205325
3173,3704.2098943829997,10000.0,Hardy-Z + Illinois,50,20260424_205325
3174,3705.1292281879023,10000.0,Hardy-Z + Illinois,50,20260424_205325
3175,3706.294721355963,10000.0,Hardy-Z + Illinois,50,20260424_205325
3176,3707.579055361439,10000.0,Hardy-Z + Illinois,50,20260424_205325
3177,3708.6584528687818,10000.0,Hardy-Z + Illinois,50,20260424_205325
3178,3709.582271723353,10000.0,Hardy-Z + Illinois,50,20260424_205325
3179,3710.371491776773,10000.0,Hardy-Z + Illinois,50,20260424_205325
3180,3711.4048181764165,10000.0,Hardy-Z + Illinois,50,20260424_205325
3181,3712.170139466613,10000.0,Hardy-Z + Illinois,50,20260424_205325
3182,3713.583581050869,10000.0,Hardy-Z + Illinois,50,20260424_205325
3183,3714.424676839816,10000.0,Hardy-Z + Illinois,50,20260424_205325
3184,3714.739333589797,10000.0,Hardy-Z + Illinois,50,20260424_205325
3185,3715.846459034948,10000.0,Hardy-Z + Illinois,50,20260424_205325
3186,3717.751095917051,10000.0,Hardy-Z + Illinois,50,20260424_205325
3187,3718.4983554744867,10000.0,Hardy-Z + Illinois,50,20260424_205325
3188,3719.483495399308,10000.0,Hardy-Z + Illinois,50,20260424_205325
3189,3720.182048932696,10000.0,Hardy-Z + Illinois,50,20260424_205325
3190,3721.2960400003385,10000.0,Hardy-Z + Illinois,50,20260424_205325
3191,3722.0588367681958,10000.0,Hardy-Z + Illinois,50,20260424_205325
3192,3722.6273205525385,10000.0,Hardy-Z + Illinois,50,20260424_205325
3193,3724.3881275011418,10000.0,Hardy-Z + Illinois,50,20260424_205325
3194,3724.8823199903013,10000.0,Hardy-Z + Illinois,50,20260424_205325
3195,3726.517718264919,10000.0,Hardy-Z + Illinois,50,20260424_205325
3196,3727.1052959733274,10000.0,Hardy-Z + Illinois,50,20260424_205325
3197,3727.9384659555403,10000.0,Hardy-Z + Illinois,50,20260424_205325
3198,3729.472791701951,10000.0,Hardy-Z + Illinois,50,20260424_205325
3199,3730.187320676354,10000.0,Hardy-Z + Illinois,50,20260424_205325
3200,3731.075159248373,10000.0,Hardy-Z + Illinois,50,20260424_205325
3201,3731.6529373026424,10000.0,Hardy-Z + Illinois,50,20260424_205325
3202,3732.847475613412,10000.0,Hardy-Z + Illinois,50,20260424_205325
3203,3733.671696807126,10000.0,Hardy-Z + Illinois,50,20260424_205325
3204,3735.0076446370126,10000.0,Hardy-Z + Illinois,50,20260424_205325
3205,3736.4628556169837,10000.0,Hardy-Z + Illinois,50,20260424_205325
3206,3737.4267027849505,10000.0,Hardy-Z + Illinois,50,20260424_205325
3207,3737.8477793319285,10000.0,Hardy-Z + Illinois,50,20260424_205325
3208,3738.588055467694,10000.0,Hardy-Z + Illinois,50,20260424_205325
3209,3739.8316906601303,10000.0,Hardy-Z + Illinois,50,20260424_205325
3210,3740.875153687164,10000.0,Hardy-Z + Illinois,50,20260424_205325
3211,3741.92507934868,10000.0,Hardy-Z + Illinois,50,20260424_205325
3212,3742.485013546845,10000.0,Hardy-Z + Illinois,50,20260424_205325
3213,3743.859616211629,10000.0,Hardy-Z + Illinois,50,20260424_205325
3214,3744.8466719650537,10000.0,Hardy-Z + Illinois,50,20260424_205325
3215,3746.1359725128023,10000.0,Hardy-Z + Illinois,50,20260424_205325
3216,3746.840953103114,10000.0,Hardy-Z + Illinois,50,20260424_205325
3217,3747.9971270445785,10000.0,Hardy-Z + Illinois,50,20260424_205325
3218,3748.7528607229565,10000.0,Hardy-Z + Illinois,50,20260424_205325
3219,3749.6727079110187,10000.0,Hardy-Z + Illinois,50,20260424_205325
3220,3750.3031584312057,10000.0,Hardy-Z + Illinois,50,20260424_205325
3221,3751.1646445103574,10000.0,Hardy-Z + Illinois,50,20260424_205325
3222,3753.186449129888,10000.0,Hardy-Z + Illinois,50,20260424_205325
3223,3753.9469890663863,10000.0,Hardy-Z + Illinois,50,20260424_205325
3224,3754.5073218829743,10000.0,Hardy-Z + Illinois,50,20260424_205325
3225,3755.9228188424127,10000.0,Hardy-Z + Illinois,50,20260424_205325
3226,3756.5249727120167,10000.0,Hardy-Z + Illinois,50,20260424_205325
3227,3757.4814398498106,10000.0,Hardy-Z + Illinois,50,20260424_205325
3228,3758.6964262963297,10000.0,Hardy-Z + Illinois,50,20260424_205325
