n,partie_imaginaire,T_MAX,methode,n_workers,precision_dps,calcule_le
24,87.42527461312524,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
25,88.80911120763446,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
26,92.49189927055849,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
27,94.65134404051989,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
28,95.87063422824531,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
29,98.83119421819369,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
30,101.31785100573138,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
31,103.72553804047834,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
32,105.44662305232609,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
33,107.16861118427641,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
34,111.02953554316967,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
35,111.87465917699264,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
36,114.32022091545271,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
37,116.22668032085753,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
38,118.79078286597623,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
39,121.37012500242065,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
40,122.94682929355258,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
41,124.25681855434577,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
42,127.5166838795965,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
43,129.57870419995604,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
44,131.08768853093267,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
45,133.4977372029976,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
46,134.75650975337388,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
47,138.11604205453344,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
48,139.7362089521214,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
49,141.12370740402113,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
50,143.11184580762063,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
51,146.0009824867655,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
52,147.42276534255947,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
53,150.05352042078488,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
54,150.92525761224147,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
55,153.0246938111989,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
56,156.1129092942379,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
57,157.59759181759406,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
58,158.8499881714205,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
59,161.18896413759603,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
60,163.030709687182,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
61,165.5370691879004,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
62,167.1844399781747,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
63,169.09451541556882,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
64,169.9119764794117,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
65,173.41153651959155,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
66,174.75419152336573,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
67,176.44143429771043,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
68,178.37740777609997,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
69,179.91648402025695,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
70,182.20707848436646,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
71,184.8744678483875,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
72,185.5987836777071,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
73,187.22892258350186,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
74,189.41615865601693,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
75,192.0266563607138,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
76,193.07972660384567,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
77,195.26539667952926,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
78,196.87648184095832,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
79,198.01530967625192,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
80,201.26475194370377,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
81,202.49359451414054,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
82,204.18967180310455,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
83,205.3946972021633,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
84,207.9062588878062,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
85,209.57650971685626,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
86,211.6908625953653,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
87,213.34791935971265,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
88,214.54704478349143,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
89,216.16953850826349,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
90,219.06759634902147,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
91,220.714918839314,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
92,221.43070555469333,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
93,224.00700025460432,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
94,224.9833246695823,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
95,227.4214442796793,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
96,229.33741330552536,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
97,231.25018870049917,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
98,231.98723525318024,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
99,233.6934041789083,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
100,236.52422966581622,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
101,237.7698204809252,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
102,239.5554775733277,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
103,241.04915779621658,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
104,242.82327193422262,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
105,244.07089849707816,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
106,247.1369900748975,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
107,248.10199006014847,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
108,249.5736896447072,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
109,251.01494779501581,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
110,253.06998674799948,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
111,255.30625645491403,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
112,256.38071369443446,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
113,258.6104394915315,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
114,259.874406989678,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
115,260.8050845045969,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
116,263.57389390487015,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
117,265.55785183887633,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
118,266.6149737815011,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
119,267.92191508282406,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
120,269.9704490239976,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
121,271.494055641645,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
122,273.4596091884033,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
123,275.58749264934386,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
124,276.4520495031329,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
125,278.25074352984194,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
126,279.2292509277452,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
127,282.46511476505225,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
128,283.2111857332339,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
129,284.8359639809047,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
130,286.66744536300286,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
131,287.91192050142223,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
132,289.57985492921887,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
133,291.8462913290674,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
134,293.5584341393563,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
135,294.9653696192656,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
136,295.5732548789578,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
137,297.97927706194344,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
138,299.8403260537213,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
139,301.6493254621942,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
140,302.6967495896069,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
141,304.8643713408573,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
142,305.7289126020368,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
143,307.2194961281701,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
144,310.1094631467019,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
145,311.165141530356,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
146,312.42780118060074,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
147,313.9852857311589,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
148,315.47561608947575,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
149,317.7348059423703,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
150,318.8531042563166,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
151,321.1601343091136,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
152,322.14455867248296,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
153,323.4669695575121,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
154,324.8628660517396,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
155,327.44390126190547,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
156,329.033071680481,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
157,329.9532397282339,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
158,331.47446758266346,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
159,333.6453785248699,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
160,334.2113548332442,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
161,336.84185042839067,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
162,338.3399928508066,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
163,339.85821672536355,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
164,341.04226111104657,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
165,342.0548775103636,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
166,344.6617029402523,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
167,346.34787056600993,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
168,347.2726775844205,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
169,349.31626087069617,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
170,350.4084193491921,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
171,351.87864902535915,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
172,353.4889004887188,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
173,356.0175749772649,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
174,357.1513022520396,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
175,357.95268510163226,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
176,359.74375495311443,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
177,361.28936169580464,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
178,363.33133057897385,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
179,364.736024114089,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
180,366.2127102883313,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
181,367.99357548174027,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
182,368.9684380957344,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
183,370.050919212106,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
184,373.061928372113,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
185,373.86487391090856,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
186,375.82591276673935,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
187,376.32409223066776,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
188,378.4366802499655,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
189,379.8729753465323,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
190,381.4844686171865,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
191,383.4435294495365,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
192,384.95611681486366,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
193,385.8613008459742,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
194,387.222890222388,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
195,388.84612835423223,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
196,391.45608356363806,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
197,392.2450833395186,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
198,393.427743844434,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
199,395.5828700109937,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
200,396.3818542225922,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
201,397.9187362096142,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
202,399.9851198761949,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
203,401.83922860053326,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
204,402.86191776388614,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
205,404.236441800208,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
206,405.13438745990993,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
207,407.58146038689614,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
208,408.9472455023511,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
209,410.51386919336665,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
210,411.9722678042788,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
211,413.2627360701851,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
212,415.0188097551551,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
213,415.4552149962945,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
214,418.3877057895348,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
215,419.8613648181523,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
216,420.6438276250418,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
217,422.07671005882656,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
218,423.7165796274818,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
219,425.06988249446135,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
220,427.2088250840746,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
221,428.12791407661666,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
222,430.3287454309387,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
223,431.3013069307042,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
224,432.1386417345886,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
225,433.88921848092724,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
226,436.161006432647,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
227,437.5816981676686,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
228,438.62173865627216,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
229,439.91844221437066,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
230,441.68319920118904,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
231,442.9045463026092,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
232,444.31933627755916,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
233,446.8606226964296,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
234,447.4417041944933,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
235,449.14854568502335,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
236,450.1269457803135,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
237,451.40330844538863,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
238,453.9867378066779,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
239,454.9746837686168,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
240,456.32842668924604,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
241,457.903893064103,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
242,459.51341528110606,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
243,460.08794442217584,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
244,462.06536727488253,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
245,464.05728691054827,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
246,465.6715392113711,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
247,466.5702869308263,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
248,467.4390462102616,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
249,469.53600455911203,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
250,470.77365547810166,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
251,472.7991746619088,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
252,473.8352323451397,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
253,475.6003393693758,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
254,476.76901523748455,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
255,478.075263766671,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
256,478.9421815346348,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
257,481.83033937628653,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
258,482.8347827909824,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
259,483.8514272124825,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
260,485.53914812935597,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
261,486.52871826165125,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
262,488.38056709001745,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
263,489.6617615779561,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
264,491.398821593663,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
265,493.31444158178533,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
266,493.9579978053695,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
267,495.3588288221313,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
268,496.4296962157591,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
269,498.58078242968656,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
270,500.3090849416905,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
271,501.6044469651455,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
272,502.2762703271182,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
273,504.49977331342774,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
274,505.41523174224443,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
275,506.46415270952355,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
276,508.80070033646786,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
277,510.26422794367284,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
278,511.5622897003746,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
279,512.6231445314074,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
280,513.6689855554737,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
281,515.4350571672994,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
282,517.5896685724674,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
283,518.2342231475501,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
284,520.1063104117233,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
285,521.525193449492,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
286,522.4566961777302,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
287,523.9605308920159,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
288,525.0773856872796,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
289,527.9036416012724,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
290,528.4062138522927,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
291,529.8062263187069,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
292,530.866917883961,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
293,532.6881830282937,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
294,533.7796307537687,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
295,535.6643140758732,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
296,537.0697590831223,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
297,538.4285261762479,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
298,540.2131663762281,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
299,540.631390247295,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
300,541.8474371212013,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
301,544.3238901010053,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
302,545.6368332489349,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
303,547.0109120581222,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
304,547.9316133644894,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
305,549.4975675626614,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
306,550.9700100394839,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
307,552.0495722005649,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
308,553.7649721191589,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
309,555.7920205616825,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
310,556.8994764068553,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
311,557.5646591720586,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
312,559.3162370286822,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
313,560.2408074972957,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
314,562.5592076160459,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
315,564.1608791107861,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
316,564.5060559381499,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
317,566.698787682808,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
318,567.7317579011769,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
319,568.9239551796294,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
320,570.0511147824636,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
321,572.4199841324528,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
322,573.6146105267582,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
323,575.093886014495,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
324,575.8072471409288,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
325,577.0390034720982,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
326,579.0988346720366,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
327,580.1369593623846,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
328,581.9465762659016,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
329,583.2360882191673,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
330,584.5617059034655,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
331,585.9845632049886,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
332,586.7427718912502,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
333,588.139663266248,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
334,590.6603975167653,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
335,591.7258580650481,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
336,592.5713583002256,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
337,593.974714682231,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
338,595.728153697389,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
339,596.3627683283937,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
340,598.4930773461648,10000.0,RS-detection + Illinois-affinage,4,35,20260510_210550
