n,partie_imaginaire,T_MAX,methode,step_adaptatif,n_workers,turing_complet,calcule_le
307,552.049572200565,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
308,553.7649721191588,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
309,555.7920205616825,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
310,556.8994764068555,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
311,557.5646591720586,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
312,559.3162370286822,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
313,560.2408074972957,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
314,562.5592076160458,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
315,564.1608791107865,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
316,564.5060559381495,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
317,566.698787682808,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
318,567.7317579011769,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
319,568.9239551796294,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
320,570.0511147824636,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
321,572.4199841324528,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
322,573.614610526758,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
323,575.0938860144951,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
324,575.8072471409288,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
325,577.0390034720982,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
326,579.0988346720366,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
327,580.1369593623847,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
328,581.9465762659017,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
329,583.2360882191673,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
330,584.5617059034655,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
331,585.9845632049883,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
332,586.7427718912502,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
333,588.139663266248,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
334,590.6603975167653,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
335,591.7258580650481,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
336,592.5713583002256,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
337,593.974714682231,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
338,595.728153697389,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
339,596.3627683283937,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
340,598.4930773461647,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
341,599.5456403643649,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
342,601.6021367359326,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
343,602.5791678863874,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
344,603.6256189035792,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
345,604.6162184937532,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
346,606.383460422109,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
347,608.4132173111874,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
348,609.3895751547201,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
349,610.8391629377394,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
350,611.7742096208872,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
351,613.5997786756374,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
352,614.6462378722326,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
353,615.538563369407,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
354,618.1128313664425,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
355,619.1844825979537,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
356,620.2728936722275,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
357,621.7092945279486,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
358,622.375002739779,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
359,624.2699000181779,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
360,626.0192834276544,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
361,627.268396850783,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
362,628.3258623594604,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
363,630.4738874382921,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
364,630.8057809271975,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
365,632.2251411671159,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
366,633.5468582522518,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
367,635.5238003106055,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
368,637.3971931598372,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
369,637.9255139808222,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
370,638.9279382668568,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
371,640.6947946688257,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
372,641.9454996657054,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
373,643.2788837813979,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
374,644.9905782297479,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
375,646.3481915955016,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
376,647.7617530042888,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
377,648.7864008887824,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
378,650.1975193452565,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
379,650.668683891396,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
380,653.6495716053947,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
381,654.3019205863194,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
382,655.7094630223556,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
383,656.9640845994605,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
384,658.1756144186054,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
385,659.663845972964,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
386,660.7167325952793,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
387,662.2965864311004,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
388,664.244604652273,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
389,665.342763095599,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
390,666.5151477041729,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
391,667.1484948945555,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
392,668.9758488202352,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
393,670.3235852058626,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
394,672.4581835841698,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
395,673.0435782861476,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
396,674.3558978101231,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
397,676.1396743636268,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
398,677.230180668764,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
399,677.8004447462214,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
400,679.7421978825282,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
401,681.8949915331522,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
402,682.6027350197505,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
403,684.0135498138695,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
404,684.9726298620984,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
405,686.163223587728,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
406,687.9615431847036,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
407,689.3689413622724,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
408,690.4747350323504,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
409,692.4516844155208,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
410,693.1769700606019,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
411,694.5339086998731,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
412,695.7263359209267,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
413,696.6260699003457,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
414,699.1320954760135,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
415,700.2967391321434,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
416,701.3017429546461,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
417,702.2273431457605,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
418,704.0338392955254,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
419,705.1258139546193,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
420,706.184654799518,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
421,708.2690708851098,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
422,709.2295885702844,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
423,711.1302741796857,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
424,711.9002899143753,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
425,712.7493834701013,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
426,714.0827718206693,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
427,716.112396454052,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
428,717.4825697031001,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
429,718.742786545486,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
430,719.6971009883657,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
431,721.3511622185364,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
432,722.2775049756742,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
433,723.8458210451284,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
434,724.5626138903791,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
435,727.0564032300495,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
436,730.4164821227564,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
437,731.4173549185986,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
438,732.8180527144999,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
439,734.7896432523779,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
440,735.7654592085782,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
441,737.0529289122653,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
442,738.5804211713738,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
443,739.9095236740419,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
444,740.5738074472949,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
445,741.7573355729417,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
446,743.8950131424737,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
447,745.344989550612,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
448,746.4993058994323,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
449,747.6745636242695,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
450,748.2427544650845,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
451,750.6559503621243,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
452,750.9663810666508,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
453,752.8876215672024,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
454,754.3223704717127,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
455,755.8393089760378,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
456,756.7682484399509,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
457,758.1017292464129,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
458,758.9002382248924,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
459,760.282366983512,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
460,762.7000332496913,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
461,763.5930661728372,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
462,764.3075227241802,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
463,766.0875400998361,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
464,767.2184721555395,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
465,768.2814618065092,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
466,769.6934072526244,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
467,771.0708393136783,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
468,772.961617565757,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
469,774.1177446279405,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
470,775.0478470965805,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
471,775.9997119631714,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
472,777.2997485295925,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
473,779.157076949189,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
474,780.3489250041816,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
475,782.1376643908121,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
476,782.5979439460735,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
477,784.2888226124655,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
478,785.739089700715,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
479,786.4611474505062,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
480,787.46846381591,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
481,790.0590923641197,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
482,790.831620467921,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
483,792.4277076086046,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
484,792.8886525626226,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
485,794.4837918698931,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
486,795.6065961561623,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
487,797.2634700380356,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
488,798.7075701662963,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
489,799.6543362108977,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
490,801.604246462982,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
491,802.5419848784181,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
492,803.2430962042699,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
493,804.7622391126616,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
494,805.8616356670948,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
495,808.1518149359938,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
496,809.1977833633007,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
497,810.0818048864071,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
498,811.1843588465063,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
499,812.7711083891094,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
500,814.045913607511,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
501,814.8705396258725,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
502,816.7277377143947,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
503,818.3806688663616,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
504,819.2046421708237,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
505,820.7218984438695,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
506,821.7134541333794,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
507,822.1977574934043,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
508,824.5262938716297,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
509,826.0392873765744,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
510,826.9058109540807,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
511,828.3401743004899,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
512,829.4370109683092,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
513,830.8958840533174,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
514,831.7997776590705,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
515,833.0036409091542,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
516,834.6519151478255,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
517,836.6935761875919,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
518,837.3473350595314,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
519,838.2490219927322,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
520,839.4653948102824,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
521,841.0363898290134,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
522,842.0413542065264,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
523,844.166196607351,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
524,844.8059939757637,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
525,846.194769927694,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
526,847.971717639512,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
527,848.4892811809435,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
528,849.8622743486978,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
529,850.645448466004,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
530,853.1631125833892,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
531,854.095511719869,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
532,855.286710244405,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
533,856.484117490792,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
534,857.3107406026038,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
535,858.9040264664757,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
536,860.4106708960146,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
537,861.1710982127154,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
538,863.1897197719089,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
539,864.3408239300695,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
540,865.594664326516,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
541,866.4237399040427,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
542,867.6931226117853,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
543,868.6704942291316,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
544,870.846902325754,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
545,872.1887508216132,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
546,873.098978971282,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
547,873.9083892353374,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
548,875.9852851087804,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
549,876.6008258330272,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
550,877.6546983410335,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
551,879.380951969791,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
552,880.8346488479394,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
553,882.3866966271964,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
554,883.4303318387016,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
555,884.1987431145947,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
556,885.2723044796171,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
557,886.8528019629163,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
558,888.4755666738172,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
559,889.7352942940907,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
560,890.813132112528,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
561,892.3864332601559,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
562,893.1191175672942,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
563,894.8862923208687,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
564,895.3979196747829,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
565,896.6322515562027,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
566,899.2215226683835,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
567,899.8588846079375,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
568,900.8497398605214,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
569,902.2432075867524,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
570,903.0996744426304,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
571,904.7029027222814,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
572,905.8299407582222,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
573,907.6567294689676,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
574,908.3335436450609,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
575,910.1863340571799,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
576,911.2349514859555,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
577,912.3310456000356,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
578,912.8239992467434,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
579,914.7300969583756,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
580,916.3550008086428,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
581,917.8253775704269,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
582,918.8365352435289,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
583,919.4483444396823,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
584,921.1563955071549,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
585,922.5006293066368,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
586,923.2857198024222,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
587,924.7734839334767,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
588,926.551552784603,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
589,927.8508589857536,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
590,928.6636593289348,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
591,929.8740928506477,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
592,931.009211336628,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
593,931.85274074552,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
594,934.3853068372584,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
595,934.9954248638464,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
596,936.228649379283,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
597,937.5329257119704,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
598,939.0243008992185,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
599,939.660940614528,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
600,941.1569996420424,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
601,942.0523416433755,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
602,944.1880358095727,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
603,945.333562503046,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
604,946.7658422047278,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
605,947.0791830962548,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
606,948.346646255045,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
607,950.1516126846439,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
608,951.0332487338235,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
609,952.7279886198506,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
610,954.1297192695514,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
611,954.8293089382166,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
612,956.6754793432898,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
613,957.5100525964237,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
614,958.4145933901362,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
615,959.4591688070681,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
616,961.6695724741927,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
617,963.1820866713114,1000.0,RS-detection + Illinois-affinage,0.413,4,False,20260511_210552
