n,partie_imaginaire,T_MAX,version,methode_affinage,pas_balayage,calcule_le
322,573.6146105267582,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
323,575.0938860144948,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
324,575.8072471409288,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
325,577.0390034720982,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
326,579.0988346720366,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
327,580.1369593623846,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
328,581.9465762659016,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
329,583.2360882191673,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
330,584.5617059034655,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
331,585.9845632049883,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
332,586.7427718912502,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
333,588.1396632662479,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
334,590.6603975167653,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
335,591.7258580650481,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
336,592.5713583002256,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
337,593.974714682231,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
338,595.728153697389,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
339,596.3627683283937,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
340,598.4930773461648,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
341,599.5456403643649,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
342,601.6021367359326,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
343,602.5791678863874,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
344,603.6256189035792,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
345,604.6162184937532,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
346,606.383460422109,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
347,608.4132173111873,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
348,609.3895751547201,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
349,610.8391629377394,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
350,611.7742096208872,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
351,613.5997786756371,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
352,614.6462378722326,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
353,615.538563369407,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
354,618.1128313664424,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
355,619.1844825979537,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
356,620.2728936722275,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
357,621.7092945279486,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
358,622.375002739779,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
359,624.2699000181779,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
360,626.0192834276544,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
361,627.268396850783,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
362,628.3258623594604,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
363,630.4738874382921,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
364,630.8057809271976,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
365,632.2251411671159,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
366,633.5468582522518,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
367,635.5238003106055,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
368,637.3971931598373,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
369,637.9255139808225,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
370,638.9279382668568,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
371,640.6947946688257,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
372,641.9454996657053,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
373,643.2788837813979,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
374,644.990578229748,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
375,646.3481915955016,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
376,647.7617530042888,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
377,648.7864008887824,650.0,v4,illinois_mpfr_C_hybride,0.05,20260527_232857
